"ensembl_gene_id","primary_log2FC","primary_FDR","EXCLUDE_GSM4676447_log2FC","EXCLUDE_GSM4676447_FDR","EXCLUDE_GSM4676457_log2FC","EXCLUDE_GSM4676457_FDR","EXCLUDE_BOTH_WARNING_FILES_log2FC","EXCLUDE_BOTH_WARNING_FILES_FDR","gene_symbol","gene_biotype","mapping_status"
"ENSG00000131467",-0.104333200258543,0.606510351172289,-0.132803118844758,0.706922286713154,-0.131638610656009,0.526620363385108,-0.145817320427162,0.643279566232763,"PSME3","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000075426",0.0870600814843416,0.811265016298693,-0.0181736026562539,0.983412374293681,0.0891176189159785,0.814257281729932,0.0247002888865309,0.973135251242115,"FOSL2","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000161671",0.169389879378172,0.24752789680505,0.101017046197853,0.698407683860492,0.154367342976874,0.327005531995788,0.10625712150769,0.651160560043412,"EMC10","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000236762",-0.110180423061562,0.583449478735075,-0.0700044159562652,0.873766488682956,-0.0997798334732344,0.633979618652514,-0.0416217663748859,0.904738451340505,"RPL19P16","processed_pseudogene","MAPPED_EXACT_VERSION"
"ENSG00000144118",0.172284643400344,0.57455445270278,0.206411628489208,0.698407683860492,0.120466278169728,0.716556443020929,0.157829769736826,0.75163773620902,"RALB","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000172428",-0.20298253829272,0.320039117973568,-0.144879323719018,0.701331031050695,-0.207149840757992,0.341055317680048,-0.131484720062354,0.689731156878489,"COPS9","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000016391",0.418179223845512,0.436472505201467,0.437159939068228,0.646766533015095,0.367504583085672,0.506465418106789,0.391444682326648,0.652855970686602,"CHDH","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000142409",0.129930774510435,0.557298310434016,0.0775406920200076,0.873108151118925,0.0944177103260897,0.685513846276875,0.0566359831428356,0.88564490470817,"ZNF787","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000164880",0.172440391189314,0.436251356223317,0.183476384976413,0.632482113906079,0.179095768387696,0.442882222417399,0.218765167712625,0.50896687971356,"INTS1","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000224470",0.126797584737067,0.553518333857361,0.00225167177031274,0.995501589099465,0.134122827887142,0.543391451520833,0.0371845512680596,0.918106688997831,"ATXN1L","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000138430",-0.100292868080806,0.591552430587205,-0.070861821465155,0.853573995563902,-0.118618083135957,0.536240041091031,-0.0716360509734219,0.8191537011478,"OLA1","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
